mRNA_size	ORF_size	Fickett_score	Hexamer_score	coding_prob
MSTRG.255.1	457	207	0.9253	-0.194882198264	0.0554058373281877
MSTRG.257.1	660	147	0.8066	-0.118736746806	0.0398020045513636
MSTRG.258.1	309	141	0.7997	-0.375575007831	0.0136370089557863
MSTRG.259.1	666	246	0.5616	-0.171098893274	0.0415402994468653
MSTRG.268.2	41017	441	0.6754	-0.0659524017933	0.115808270176532
MSTRG.268.1	40086	441	0.6754	-0.0659524017933	0.118054340650041
MSTRG.268.4	37035	441	0.6754	-0.0659524017933	0.125680850471151
MSTRG.268.3	38261	441	0.6754	-0.0659524017933	0.122566779377336
MSTRG.268.5	37778	441	0.6754	-0.0659524017933	0.123785610010116
MSTRG.268.6	36531	441	0.6754	-0.0659524017933	0.126980551283276
MSTRG.268.7	35545	441	0.6754	-0.0659524017933	0.129556440161836
MSTRG.268.8	36357	441	0.6754	-0.0659524017933	0.127431917563823
MSTRG.269.1	89039	597	0.4388	-0.18531034662	0.0494058178795181
MSTRG.270.1	34685	597	0.4388	-0.18531034662	0.156163648931881
MSTRG.268.9	1504	237	0.5368	-0.206899775494	0.0318088886868754
MSTRG.271.1	5663	246	0.8591	-0.188413542383	0.0588042315707055
MSTRG.272.1	19862	7695	1.2443	-0.499241982182	1
MSTRG.272.2	784	165	0.5695	-0.0753351629654	0.0349008222911726
MSTRG.262.1	369	120	0.7994	-0.127216770887	0.0316969460188294
MSTRG.263.1	386	144	0.8101	-0.164574072432	0.0329465702903556
MSTRG.264.1	4571	252	0.8031	-0.0861630286185	0.0839216742776377
MSTRG.265.1	617	171	0.6818	-0.179976023646	0.0295551171384902
MSTRG.266.1	498	135	0.4754	-0.202593009174	0.0144170189518513
MSTRG.267.1	722	393	1.027	0.344306771832	0.709630397538085
MSTRG.276.1	129555	1524	0.5857	-1.5270624002	0.0811595028058741
MSTRG.276.2	129082	1524	0.5857	-1.5270624002	0.0819874666515893
MSTRG.273.1	221	93	0.9692	-0.466715545519	0.00916669921046253
MSTRG.274.1	307	75	1.023	-0.473717659379	0.00863339211165068
MSTRG.275.1	233	117	1.073	-0.265702846225	0.029449834901323
MSTRG.278.1	184027	690	0.4531	-0.337649093285	0.00605070868970352
MSTRG.277.1	3338	219	0.8055	-0.432383180989	0.017799776423241
MSTRG.279.1	17160	261	0.6335	-0.386423080718	0.0153308869279712
MSTRG.280.1	10865	486	0.8415	-0.362977128164	0.129093535091786
MSTRG.281.1	37831	360	0.5669	-0.40897888856	0.0155646028735295
MSTRG.282.1	15517	369	0.4235	-0.256511449739	0.0390123525481182
MSTRG.282.2	15397	369	0.4235	-0.256511449739	0.0391176027229623
MSTRG.283.1	18225	486	0.8415	-0.362977128164	0.110961074219893
MSTRG.284.1	4745	240	0.6862	-0.154332928801	0.0484760263845707
MSTRG.285.1	6684	300	0.5833	-0.299860417052	0.033064329435636
MSTRG.286.1	4898	234	0.4594	-0.393417382619	0.0118541191742258
MSTRG.287.1	540	174	0.8214	-0.157161205806	0.0424865481656043
MSTRG.289.1	25303	420	0.8095	-0.368362058695	0.0571007301465365
MSTRG.288.1	282	147	0.6756	-0.27819812065	0.0167910638331948
MSTRG.290.1	1720	135	1.0741	-0.265338063341	0.0324054345779964
MSTRG.291.1	265	42	0.7161	-0.255185516613	0.00939734880693018
MSTRG.292.1	1886	147	0.5488	-0.280032131885	0.0127327374325884
MSTRG.293.1	8994	249	0.5642	-0.200665442174	0.0314426165103064
MSTRG.294.1	6787	189	0.9439	-0.0690498355311	0.0714381429033267
MSTRG.295.1	219	69	1.1096	0.0183408311919	0.0683796583368655
MSTRG.296.1	391	135	1.0964	-0.231181000485	0.0397603847004712
MSTRG.297.1	499	132	0.9304	-0.309059862243	0.0211319985639595
MSTRG.298.1	212	129	0.6915	-0.551402134526	0.00503817356609956
MSTRG.299.1	236	114	0.7434	-0.424048373308	0.00834875371436192
MSTRG.300.1	243	93	1.0399	-0.171055092607	0.0341188990855665
MSTRG.303.1	491	150	0.6086	-0.164110185388	0.0238609561278468
MSTRG.301.1	592	141	0.9376	-0.0928207908374	0.0533857047026699
MSTRG.302.1	200	81	0.5054	-0.343302072634	0.00589908486664102
MSTRG.304.1	226	114	0.8103	-0.053018942047	0.0416603679131367
MSTRG.305.1	587	147	0.5189	-0.331984031022	0.0100664921061445
MSTRG.306.1	686012	9405	0.6923	-0.0728463347829	1
MSTRG.306.2	685946	9405	0.6923	-0.0728463347829	1
MSTRG.307.1	37409	300	0.3685	-0.317607405626	0.0102966482133434
MSTRG.308.1	98581	810	0.5635	-0.589277006439	0.0446766255862014
MSTRG.312.1	126173	5133	0.661	-0.0861846994147	0.999999999999877
MSTRG.312.2	125657	5133	0.661	-0.0861846994147	0.999999999999879
MSTRG.312.3	125692	5133	0.661	-0.0861846994147	0.999999999999878
MSTRG.313.1	23824	357	0.766	0.02537064922	0.155075732897284
MSTRG.311.1	10354	885	0.887	0.113482747084	0.953242143074156
MSTRG.309.1	266	48	0.4919	-0.354030148897	0.00433931196476439
MSTRG.310.1	210	0	0	0	0.00522993220415715
MSTRG.318.1	161542	2256	0.7226	-0.268707230155	0.999451451445993
MSTRG.314.1	11922	276	0.8226	0.234814253666	0.261112099774883
MSTRG.317.1	55328	438	1.0163	-0.177798966159	0.0986725485798239
MSTRG.315.1	1176	357	1.157	0.349277722411	0.707915852771688
MSTRG.316.1	84491	543	0.6841	0.0134534214419	0.122217341770749
MSTRG.316.2	85180	543	0.6841	0.0134534214419	0.12050079068903
MSTRG.320.1	23426	1059	1.0616	0.0545358976105	0.98285591813566
MSTRG.320.2	19126	1059	1.0616	0.0545358976105	0.984469203880505
MSTRG.320.3	10592	1059	1.0616	0.0545358976105	0.987240934474822
MSTRG.321.1	50826	405	0.9166	0.109848099532	0.205155141241951
MSTRG.321.3	45874	405	0.9166	0.109848099532	0.224666100944482
MSTRG.321.2	46360	405	0.9166	0.109848099532	0.222694302716714
MSTRG.319.1	2117	225	1.0456	0.315558566898	0.393101447931889
MSTRG.332.1	96441	2499	0.6014	-0.291367620129	0.999971462783243
MSTRG.332.2	96076	2499	0.6014	-0.291367620129	0.999971705110285
MSTRG.332.5	88174	2499	0.6014	-0.291367620129	0.999976475131054
MSTRG.332.4	90718	2499	0.6014	-0.291367620129	0.999975034460009
MSTRG.332.3	88174	2499	0.6014	-0.291367620129	0.999976475131054
MSTRG.332.6	29576	1281	0.6723	0.022106032849	0.990534189834503
MSTRG.332.7	84913	2499	0.6014	-0.291367620129	0.999978200924731
MSTRG.332.8	16234	1281	0.6723	0.022106032849	0.993051728615765
MSTRG.322.1	2198	171	0.7584	-0.268151275525	0.0230563646911302
MSTRG.323.1	1339	108	0.7014	0.0763545949761	0.0532249191320736
MSTRG.324.1	5411	339	0.8863	0.118332385996	0.31190843966839
MSTRG.325.1	1270	336	1.0015	-0.0209973427153	0.255114574341213
MSTRG.326.1	1097	294	1.0877	0.364089008508	0.590051151813414
MSTRG.330.1	8405	375	0.5715	-0.177508273727	0.0834499441180723
MSTRG.330.2	8395	375	0.5715	-0.177508273727	0.0834678165946608
MSTRG.327.1	220	12	1.0264	0.674870006499	0.379020420880151
MSTRG.328.1	328	78	0.7115	-0.0682735899646	0.025482922870002
MSTRG.329.1	448	75	0.8207	0.256209637142	0.105396558015992
MSTRG.331.1	659	393	0.9863	0.0135908149018	0.369872249120633
MSTRG.333.1	11951	711	0.9934	0.10260226925	0.867072919197468
MSTRG.334.1	25857	372	0.887	-0.00259495411695	0.178888120939336
MSTRG.335.2	15899	249	0.6931	-0.290351442535	0.0237545659730019
MSTRG.335.1	16031	249	0.6931	-0.290351442535	0.0236831488244894
MSTRG.335.3	15678	249	0.6931	-0.290351442535	0.023874606241595
MSTRG.337.1	33905	615	1.3129	0.412476165071	0.926267077084655
MSTRG.336.1	271	93	1.226	-0.0629896842541	0.0720297361975692
MSTRG.338.1	26096	381	0.6683	-0.0559113905882	0.110146610117531
MSTRG.338.2	26139	381	0.6683	-0.0559113905882	0.110048175428458
MSTRG.338.3	25590	381	0.6683	-0.0559113905882	0.111310740369821
MSTRG.338.4	24567	381	0.6683	-0.0559113905882	0.113697208634347
MSTRG.348.1	24648	519	1.3057	0.0713448155053	0.656136388012732
MSTRG.348.2	28404	519	1.3057	0.0713448155053	0.6360743235952
MSTRG.348.3	26083	519	1.3057	0.0713448155053	0.648532581081639
MSTRG.348.4	25911	519	1.3057	0.0713448155053	0.649448054641893
MSTRG.348.5	24107	519	1.3057	0.0713448155053	0.658982655978056
MSTRG.348.6	25901	519	1.3057	0.0713448155053	0.649501246096342
MSTRG.348.7	28299	519	1.3057	0.0713448155053	0.636642031469208
MSTRG.348.8	20611	351	0.7725	-0.0375435346531	0.129127242320528
MSTRG.340.1	434	252	0.588	0.12555686804	0.138480522980697
MSTRG.341.1	4337	645	0.7034	0.0821462717162	0.721916119437915
MSTRG.342.1	1067	471	1.2267	0.0373406037204	0.637552555921029
MSTRG.343.1	53421	657	0.559	0.00107956524933	0.330430553833812
MSTRG.344.1	240	63	1.0422	0.104692172426	0.0810670656885105
MSTRG.339.1	215	114	0.7054	-0.453022617095	0.00692340639537369
MSTRG.351.1	17194	480	0.571	-0.235916774162	0.110687190568265
MSTRG.351.2	17138	480	0.571	-0.235916774162	0.11081605153569
MSTRG.345.1	200	108	0.6791	-0.032457504219	0.0342812578288482
MSTRG.346.1	759	237	0.7829	0.0732561971132	0.142439273409814
MSTRG.347.1	213	162	1.2201	0.315711713896	0.373019026957894
MSTRG.349.1	3632	321	0.9438	-0.0745384695256	0.173480246745296
MSTRG.352.1	46107	774	0.5901	-0.308624622941	0.289167826148495
MSTRG.352.2	30256	774	0.5901	-0.308624622941	0.370732597370942
MSTRG.350.1	294	294	1.0877	0.364089008508	0.594581684393407
MSTRG.353.1	8847	375	0.5715	-0.177508273727	0.0826634478685606
MSTRG.353.2	8949	375	0.5715	-0.177508273727	0.0824829090159263
MSTRG.354.1	3818	258	0.691	-0.219002482582	0.043901273284531
MSTRG.355.1	2141	183	0.7394	-0.127315593448	0.0423673501918932
MSTRG.356.1	4061	234	0.7298	-0.0140520174475	0.0870905913096019
MSTRG.357.1	3007	249	0.8372	-0.11856219534	0.0798510926228062
MSTRG.363.1	45262	4548	0.849	0.111598531193	0.999999999999603
MSTRG.363.2	39935	4548	0.849	0.111598531193	0.999999999999649
MSTRG.363.3	12713	4548	0.849	0.111598531193	0.999999999999814
MSTRG.358.1	305	201	0.9311	-0.060526029078	0.0898298677299671
MSTRG.359.1	4625	1464	1.1157	0.14828819446	0.999627396094765
MSTRG.360.1	3584	381	1.1458	-0.0305099649926	0.360918083825796
MSTRG.360.2	3407	381	1.1458	-0.0305099649926	0.361872522257851
MSTRG.360.3	2792	381	1.1458	-0.0305099649926	0.365197232134293
MSTRG.361.1	5929	366	0.7066	0.0529636907127	0.229713641986812
MSTRG.362.1	40804	825	1.1866	0.550632076613	0.985441532918885
MSTRG.362.2	31930	423	0.6615	-0.182124439744	0.0793553941449586
MSTRG.370.1	24261	336	0.5317	-0.176466656322	0.0423693869838022
MSTRG.370.2	22800	336	0.5317	-0.176466656322	0.0437762627016484
MSTRG.370.3	16426	264	1.0162	0.153784381297	0.230893297068499
MSTRG.365.1	34392	1650	0.6808	-0.286691609769	0.997411655824165
MSTRG.365.2	24856	1650	0.6808	-0.286691609769	0.997927553756245
MSTRG.364.1	222	0	0	0	0.00522847372576336
MSTRG.367.1	33239	477	0.6137	-0.0789373699275	0.146908845268383
MSTRG.367.2	32861	477	0.6137	-0.0789373699275	0.148019167471494
MSTRG.367.3	6876	375	0.6805	-0.0647706893303	0.154856777744637
MSTRG.366.1	308	93	0.9702	0.0401283049738	0.0684398160647268
MSTRG.368.1	7157	363	1.2472	0.0880081845902	0.472124413025134
MSTRG.369.1	5220	2163	1.2204	0.292835747976	0.999998889426932
MSTRG.371.1	120075	1308	1.0237	-0.0870893702872	0.949692337680651
MSTRG.371.2	129723	1308	1.0237	-0.0870893702872	0.937763610999878
MSTRG.371.3	120762	1308	1.0237	-0.0870893702872	0.94891988681358
MSTRG.372.1	17641	363	0.5276	-0.179327933149	0.0579846068481514
MSTRG.373.1	231	21	0.5735	-1.04799015351	0.000244702690664868
MSTRG.374.1	393	138	0.6382	-0.194431071263	0.0205408105077331
MSTRG.375.1	419	126	0.6823	-0.0334949997943	0.0387245426081665
MSTRG.376.1	542	102	0.8195	-0.266135415806	0.0165635192667022
MSTRG.377.1	5967	243	0.7575	-0.261425321527	0.0359453768505763
MSTRG.378.1	809	291	0.6975	-0.148669852497	0.0777849373963743
MSTRG.379.1	328	216	0.7213	-0.0691403611755	0.067019649930454
MSTRG.380.1	275	96	1.0069	-0.235372455274	0.0254162598366939
MSTRG.381.1	339	72	0.8986	0.191328815693	0.0929491924428733
MSTRG.382.1	670	159	0.9648	-0.17431252175	0.046094446477033
MSTRG.383.1	297	162	0.9341	-0.0590747940136	0.0700806324105223
MSTRG.384.1	1370	150	1.0878	-0.176150320895	0.0526530555337432
MSTRG.385.1	7702	282	0.5613	-0.368520536223	0.0208161998796623
MSTRG.386.1	3238	264	1.023	-0.0506689383324	0.152076911504051
MSTRG.387.1	412	111	0.7682	-0.240157669358	0.0178970530308879
MSTRG.388.1	4482	348	0.5818	-0.103687665181	0.101690627504993
MSTRG.391.1	194760	7389	0.5069	-0.473235248335	1
MSTRG.391.2	191801	7389	0.5069	-0.473235248335	1
MSTRG.391.3	186495	7389	0.5069	-0.473235248335	1
MSTRG.389.1	236	75	0.9647	-0.126739353268	0.0313227653665754
MSTRG.390.1	24379	687	0.6342	-0.171025787435	0.407335027235242
MSTRG.394.1	18848	1509	0.8932	0.0453942943118	0.999135562988852
MSTRG.394.2	8668	1509	0.8932	0.0453942943118	0.999318423303846
MSTRG.395.1	7349	525	0.846	0.0351098276374	0.522619801134874
MSTRG.395.2	32324	570	0.8566	-0.33239506391	0.160961462747629
MSTRG.395.3	10165	525	0.846	0.0351098276374	0.506186186218524
MSTRG.395.4	2313	525	0.846	0.0351098276374	0.551864187864706
MSTRG.392.1	218	111	0.6874	-0.131281643143	0.0239942774980308
MSTRG.393.1	20134	888	0.9988	-0.0844990378379	0.900831393190284
MSTRG.393.2	7288	486	0.6467	-0.0358064943442	0.299420780693719
MSTRG.393.3	50207	3504	0.9311	0.0868588067677	0.999999999208005
MSTRG.393.4	11525	489	0.4806	-0.254914758455	0.106012688702424
MSTRG.393.5	10958	489	0.4806	-0.254914758455	0.107274803408246
MSTRG.396.1	13850	645	1.0267	-0.0747171836164	0.666329827335252
MSTRG.396.2	23468	657	0.8296	-0.116014712861	0.504526693413436
MSTRG.396.3	6213	645	1.0267	-0.0747171836164	0.704759849004646
MSTRG.397.1	2599	198	0.7365	-0.132136081016	0.0454059015714634
MSTRG.399.1	38999	1437	0.9243	-0.00463499673236	0.997309842798696
MSTRG.400.1	6982	294	0.6086	-0.0800767641411	0.0772509041479598
MSTRG.399.2	13316	1437	0.9243	-0.00463499673236	0.998521927863419
MSTRG.399.3	9675	1437	0.9243	-0.00463499673236	0.99864230514846
MSTRG.398.1	392	153	0.5529	-0.138085899115	0.0244926157961702
MSTRG.401.1	18076	2556	1.0044	-0.0097700390282	0.999999546996517
MSTRG.402.1	6556	282	1.0055	-0.212759607424	0.0861726925433572
MSTRG.402.2	4440	282	1.0055	-0.212759607424	0.0901464101055773
MSTRG.404.1	32563	687	0.5656	-0.0263242028986	0.474478736336302
MSTRG.404.2	21153	522	0.4655	-0.210044718907	0.123080174598964
MSTRG.403.1	84	12	0.6424	-0.555385893334	0.00195661403866537
MSTRG.405.1	107	27	0.7878	-0.181234110584	0.0130382324289849
MSTRG.406.1	390	288	0.7246	0.0100293239677	0.143631727418749
MSTRG.407.1	1987	165	0.6403	-0.148974640279	0.0288258062310784
MSTRG.408.1	17618	2187	0.6745	-0.0286419845565	0.999987180834721
MSTRG.408.2	12757	2187	0.6745	-0.0286419845565	0.999988557129154
MSTRG.411.1	15864	741	1.0638	-0.0281651239658	0.831552132467096
MSTRG.409.1	297	78	0.5641	-0.236130313923	0.00991622025143353
MSTRG.410.1	236	84	0.9533	0.0559878832131	0.0665609121866561
MSTRG.412.1	952	135	0.7553	-0.41525958334	0.0101068708919763
MSTRG.413.1	629	126	0.4105	-0.225245150629	0.010920403486962
MSTRG.414.1	606	222	1.0532	0.00813665751601	0.15930580103253
MSTRG.415.1	455	135	0.47	-0.177646537368	0.0157992420601395
MSTRG.416.1	222	189	0.6683	0.0163840537982	0.0707871055266283
MSTRG.417.1	619	78	0.5059	-0.269801652223	0.00771347388470273
MSTRG.418.1	589	87	0.8382	-0.321485067921	0.0123129531134885
MSTRG.419.1	2227	135	0.8213	-0.255138511287	0.0211079309787267
MSTRG.420.1	4409	231	0.4937	-0.0438459377879	0.0501939416969784
MSTRG.421.1	2740	222	0.7987	-0.231649648508	0.040429215997529
MSTRG.422.1	1028	90	0.8191	-0.1217269083	0.0268015073629063
MSTRG.423.1	44120	549	0.4307	-0.325272534135	0.0551387934167151
MSTRG.424.1	453	105	0.7896	-0.0627419222863	0.0361188985954679
MSTRG.425.1	798	132	0.4546	-0.282833399667	0.00975445903870153
MSTRG.426.1	516	90	0.9199	-0.285455695535	0.0169213528363347
MSTRG.427.1	537	57	0.8921	-0.418506518168	0.00741783501369627
MSTRG.428.1	219	60	0.7419	-0.291430207729	0.00968808853871693
MSTRG.429.1	3667	339	0.7858	-0.0334688489865	0.173932641283284
MSTRG.430.1	1154	183	0.9488	-0.0872048601426	0.072992566192621
MSTRG.431.1	1221	228	0.7969	0.00258356534608	0.105852211798112
MSTRG.432.1	1277	213	0.6034	-0.145079623008	0.0389045938622639
MSTRG.433.1	215	93	0.4593	-0.370052196549	0.0052938697638755
MSTRG.434.1	241	66	1.086	-0.122688433328	0.0371654428353528
MSTRG.435.1	664	198	0.5535	-0.17531943086	0.0288234163418628
MSTRG.436.1	247	186	0.9432	-0.244109798711	0.0410642927822579
MSTRG.439.1	112560	639	0.4717	-0.36185610299	0.0205502442974356
MSTRG.439.2	46399	570	0.8203	-0.412267871173	0.0851754618310151
MSTRG.437.1	423	234	0.9358	-0.307621341269	0.0438624587913826
MSTRG.438.1	215	57	0.7945	-0.25564053631	0.0120742798953815
MSTRG.441.1	167753	1623	0.8913	0.224026766861	0.994076668495398
MSTRG.441.2	95464	1623	0.8913	0.224026766861	0.998900638955823
MSTRG.442.1	1332	318	1.1845	0.22282360903	0.533533412536796
MSTRG.441.3	6447	789	0.7856	0.189175241177	0.926511486245863
MSTRG.447.1	190991	522	0.754	-0.225847777031	0.00423608121693412
MSTRG.440.1	90703	4749	1.1161	0.36594411898	1
MSTRG.440.2	26891	4749	1.1161	0.36594411898	1
MSTRG.440.3	14979	4749	1.1161	0.36594411898	1
MSTRG.443.1	7401	1308	1.2423	0.463428299427	0.99973297722856
MSTRG.445.1	8018	363	0.4323	-0.231744865475	0.0495221297495896
MSTRG.444.1	316	87	1.0267	-0.103680173519	0.0415954828757016
MSTRG.446.1	209	24	0.8526	-0.623242415882	0.00238201888112546
MSTRG.449.1	35223	585	0.4976	-0.0865491538581	0.218730146222749
MSTRG.449.2	35220	585	0.4976	-0.0865491538581	0.218742124648836
MSTRG.450.1	7623	354	0.4921	-0.113170471062	0.0820918530860153
MSTRG.450.2	6959	354	0.4921	-0.113170471062	0.0832684934413437
MSTRG.450.3	2837	354	0.4921	-0.113170471062	0.0909214887620106
MSTRG.448.1	5967	417	0.9254	0.0591760203833	0.398798229005082
MSTRG.462.1	181781	513	0.4697	-0.00604846851184	0.00710588817675143
MSTRG.462.2	174382	513	0.4697	-0.00604846851184	0.00843558505544568
MSTRG.462.5	181679	513	0.4697	-0.00604846851184	0.00712272235613805
MSTRG.462.4	237879	2145	1.2742	0.32998988811	0.999774438032277
MSTRG.462.3	181886	513	0.4697	-0.00604846851184	0.00708860013597618
MSTRG.462.7	155344	513	0.4697	-0.00604846851184	0.0130993384495107
MSTRG.462.6	161042	513	0.4697	-0.00604846851184	0.0114852526674172
MSTRG.462.8	161000	513	0.4697	-0.00604846851184	0.0114963992423003
MSTRG.462.9	217260	2145	1.2742	0.32998988811	0.999860658969321
MSTRG.462.10	162088	513	0.4697	-0.00604846851184	0.011211070056675
MSTRG.462.11	161026	513	0.4697	-0.00604846851184	0.0114894977215663
MSTRG.462.12	160986	513	0.4697	-0.00604846851184	0.0115001171427561
MSTRG.462.13	155494	513	0.4697	-0.00604846851184	0.0130541077419489
MSTRG.462.14	160863	513	0.4697	-0.00604846851184	0.0115328326798309
MSTRG.462.15	54135	2145	1.2742	0.32998988811	0.999996917645414
MSTRG.462.16	46630	2145	1.2742	0.32998988811	0.999997413405373
MSTRG.465.1	253935	2808	0.7384	-0.455827408185	0.999815321044136
MSTRG.465.3	188548	2808	0.7384	-0.455827408185	0.99995991445322
MSTRG.465.2	188686	2808	0.7384	-0.455827408185	0.99995978500085
MSTRG.465.4	189259	2808	0.7384	-0.455827408185	0.999959243005425
MSTRG.465.5	188808	2808	0.7384	-0.455827408185	0.999959670209349
MSTRG.465.6	123171	2808	0.7384	-0.455827408185	0.999991298171658
MSTRG.465.8	86182	2808	0.7384	-0.455827408185	0.999996333266313
MSTRG.465.7	188633	2808	0.7384	-0.455827408185	0.999959834767436
MSTRG.465.9	88725	720	0.7904	0.0603187684327	0.400367379127212
MSTRG.465.10	21280	486	0.4837	-0.755475495051	0.0118619490573097
MSTRG.451.1	8327	423	0.4885	-0.277210982953	0.0684876034199978
MSTRG.452.1	684	75	0.5037	-0.249206584469	0.00816176787731363
MSTRG.453.1	12192	333	0.7716	-0.0632374596563	0.124705249147085
MSTRG.455.1	100730	474	0.6076	-0.507651881793	0.0059301500298553
MSTRG.455.2	100355	474	0.6076	-0.507651881793	0.00598202470605154
MSTRG.454.1	948	216	0.8606	0.218138048057	0.228944104939849
MSTRG.456.1	55433	447	1.1365	0.349856177902	0.557567327372986
MSTRG.457.1	6908	348	0.5272	-0.139636303014	0.0770031180381323
MSTRG.458.1	90110	537	0.4687	-0.117891345497	0.0437815779526786
MSTRG.458.2	90094	537	0.4687	-0.117891345497	0.0437972311406278
MSTRG.458.3	74492	537	0.4687	-0.117891345497	0.0618694078208295
MSTRG.458.4	74366	537	0.4687	-0.117891345497	0.0620405000359305
MSTRG.458.5	74365	537	0.4687	-0.117891345497	0.0620418596762983
MSTRG.459.1	94677	645	0.7664	-0.387062022305	0.0493606877419703
MSTRG.460.1	1238	819	0.9753	0.112554135479	0.948437403484996
MSTRG.461.1	216	105	1.1566	0.0648329671547	0.111600007280464
MSTRG.466.2	101397	12432	0.4785	-0.0268237534692	1
MSTRG.466.1	152980	12432	0.4785	-0.0268237534692	1
MSTRG.466.3	209322	12432	0.4785	-0.0268237534692	1
MSTRG.466.4	152884	12432	0.4785	-0.0268237534692	1
MSTRG.463.1	18014	1236	0.7013	0.204682650373	0.995487424054239
MSTRG.463.2	9393	342	0.8601	-0.123978646783	0.129880303693417
MSTRG.464.1	10883	489	0.6241	0.0494546395725	0.35300789259018
MSTRG.467.1	67614	495	0.5733	0.0225729832022	0.109834870543156
MSTRG.467.2	38087	360	0.684	-0.175985452207	0.0482145109336448
MSTRG.468.1	41592	414	0.536	-0.393042155208	0.0210914591319618
MSTRG.468.2	41618	414	0.536	-0.393042155208	0.0210789203318758
MSTRG.468.3	22149	414	0.536	-0.393042155208	0.0328217897202847
MSTRG.473.1	351575	1239	1.1749	0.330306417251	0.27266245880782
MSTRG.473.2	335610	1239	1.1749	0.330306417251	0.352483926694377
MSTRG.473.3	61406	651	0.8574	-0.137994481991	0.27893215313949
MSTRG.473.4	247104	651	0.8574	-0.137994481991	0.00502374633911328
MSTRG.474.1	30990	447	0.4166	-0.250861427903	0.0477675133837683
MSTRG.469.1	348	42	1.068	-0.0941458948878	0.0339944291116136
MSTRG.470.1	598	105	0.5363	0.0425397891555	0.0346175103413104
MSTRG.471.1	944	279	0.5237	-0.0760016355863	0.0698693626535479
MSTRG.472.1	28796	1149	1.1617	0.16005220092	0.994460932017217
MSTRG.472.2	27234	1149	1.1617	0.16005220092	0.994658379258504
MSTRG.472.3	16896	294	0.838	0.00834547767018	0.127438597476629
MSTRG.475.1	231402	2043	0.5791	-0.162884706904	0.989057890610602
